Excitation,Emission,Intensity
300,401.422850361206,40.601917419433605
300,406.193740338236,39.937909545898435
300,410.971174856366,39.258963623046874
300,415.755019595096,38.62346374511719
300,420.545140233926,37.91131622314454
300,425.341402452356,37.25920318603515
300,430.143671929886,36.64780578613281
300,434.951814346016,36.057083435058594
300,439.76569538024603,35.478999633789066
300,444.585180712076,34.82454986572266
300,449.410136021006,34.261211547851566
300,454.240426986536,33.72712432861329
300,459.075919288166,33.201078491210936
300,463.91647860539604,32.67279754638671
300,468.76197061772604,32.108192443847656
300,473.61226100465603,31.608775939941417
300,478.467215445686,31.138366394042976
300,483.326699620316,30.6643246459961
300,488.190579208046,30.229197387695315
300,493.058719888376,29.816030273437498
300,497.93098734080604,29.389467773437502
300,502.807247244836,28.988106079101563
300,507.687365279966,28.598554382324217
300,512.571207125696,28.18350799560547
300,517.458638461526,27.784850463867183
300,522.349524966956,27.393520812988278
300,527.243732321486,27.008178710937507
300,532.1411262046161,26.632823486328125
300,537.041572295846,26.282480163574224
300,541.944936274676,25.93284942626953
300,546.851083820606,25.608276672363285
300,551.759880613136,25.265145874023432
300,556.6711923317661,24.93857635498047
300,561.584884655996,24.668182067871093
300,566.5008232653261,24.371322021484378
300,571.418873839256,24.052974853515625
300,576.3389020572861,23.759603881835936
300,581.260773598916,23.448836059570308
300,586.184354143646,23.132358398437503
300,591.109509370976,22.841662902832038
300,596.036104960406,22.561691894531243
300,600.964006591436,22.114121093750004
300,605.893079943566,21.6837841796875
300,610.823190696296,21.282385253906245
300,615.754204529126,20.90641448974609
300,620.685987121556,20.540588989257817
300,625.618404153086,20.15794586181641
300,630.551321303216,19.752640075683594
300,635.4846042514461,19.352247314453123
300,640.418118677276,18.986363525390626
300,645.3517302602061,18.656232910156255
300,650.285304679736,18.338362731933593
300,655.218707615366,18.02066955566406
300,660.151804746596,17.709423522949216
300,665.084461752926,17.409412231445305
300,670.016544313856,17.11181060791015
300,674.947918108886,16.820002746582034
300,679.878448817516,16.535954589843747
300,684.808002119246,16.259906616210944
300,689.736443693576,15.99178466796875
300,694.663639220006,15.736084594726563
300,699.5894543780361,15.496444091796874
300,704.513754847166,15.262867431640625
300,709.4364063068961,15.020901184082032
300,714.357274436726,14.771388549804684
300,719.276224916156,14.527557067871092
300,724.1931234246861,14.303963928222657
300,729.107835641816,14.096976928710939
300,734.020227247046,13.892056884765626
300,738.930163919876,13.684093933105467
300,743.837511339806,13.473520812988278
300,748.742135186336,13.265326843261715
300,753.643901138966,13.063307800292966
300,758.5426748771961,12.867465515136718
300,763.438322080526,12.677411804199219
300,768.330708428456,12.49508544921875
300,773.219699600486,12.323367004394528
300,778.1051612761161,12.161585083007813
300,782.986959134846,12.003392639160158
300,787.864958856176,11.843514404296876
300,792.739026119606,11.680976562499996
300,797.609026604636,11.518539123535154
300,802.474825990766,11.360211791992185
300,807.336289957496,11.207896118164062
300,812.193284184326,11.06102722167969
300,817.045674350756,10.915579833984374
300,821.893326136286,10.769661254882811
300,826.736105220416,10.624142761230468
300,831.573877282646,10.482245483398438
300,836.406508002476,10.346715087890626
300,841.233863059406,10.21844757080078
300,846.055808132936,10.095889282226562
300,850.8722089025661,9.975340270996096
300,855.682931047796,9.854781799316404
300,860.487840248126,9.732393798828124
300,865.286802183056,9.610660095214843
300,870.079682532086,9.4894482421875
300,874.8663469747161,9.370341796875
300,879.646661190446,9.253756713867189
300,884.420490858776,9.138915405273439
300,889.187701659206,9.025150756835936
300,893.948159271236,8.912306213378903
300,898.7017293743661,8.799558410644531
300,903.448277648096,8.688896789550778
300,908.187669771926,8.580510864257809
300,912.919771425356,8.474637451171876
300,917.644448287886,8.370631713867187
300,922.361566039016,8.268878479003906
300,927.070990358246,8.169166564941406
300,931.7725869250761,8.07088348388672
300,936.466221419006,7.974100952148436
