Excitation,Emission,Intensity
300,401.422850361206,41.44995950561639
300,406.193740338236,40.75007570689108
300,410.971174856366,40.036584034649096
300,415.755019595096,39.392033170182046
300,420.545140233926,38.64383076868904
300,425.341402452356,37.998264023381104
300,430.143671929886,37.33853480756365
300,434.951814346016,36.77685305820627
300,439.76569538024603,36.25585583999436
300,444.585180712076,35.56315539279553
300,449.410136021006,34.94991372935667
300,454.240426986536,34.380694742772626
300,459.075919288166,33.87227015035741
300,463.91647860539604,33.306183316313955
300,468.76197061772604,32.708831296876646
300,473.61226100465603,32.23309799640832
300,478.467215445686,31.770648614387827
300,483.326699620316,31.233872671572943
300,488.190579208046,30.79617063981126
300,493.058719888376,30.39868833409627
300,497.93098734080604,29.95022712067326
300,502.807247244836,29.53934645586112
300,507.687365279966,29.172120497200606
300,512.571207125696,28.760665868516494
300,517.458638461526,28.36475580126061
300,522.349524966956,27.97541814852635
300,527.243732321486,27.580423606465015
300,532.1411262046161,27.181140180992287
300,537.041572295846,26.816710095425897
300,541.944936274676,26.472273671608157
300,546.851083820606,26.140015493503295
300,551.759880613136,25.778532694813194
300,556.6711923317661,25.43661044402972
300,561.584884655996,25.169236592837773
300,566.5008232653261,24.845149477094264
300,571.418873839256,24.513914222331774
300,576.3389020572861,24.234414944188178
300,581.260773598916,23.898086200218316
300,586.184354143646,23.587883376175213
300,591.109509370976,23.327932321560617
300,596.036104960406,23.036797070319377
300,600.964006591436,22.551964857917532
300,605.893079943566,22.123534279376035
300,610.823190696296,21.72784781154266
300,615.754204529126,21.346947075601253
300,620.685987121556,20.963456459734495
300,625.618404153086,20.54673227930561
300,630.551321303216,20.133154336420294
300,635.4846042514461,19.752853973731472
300,640.418118677276,19.391784922004295
300,645.3517302602061,19.048873199760557
300,650.285304679736,18.70926617134406
300,655.218707615366,18.380969400330997
300,660.151804746596,18.06885453713159
300,665.084461752926,17.782015211803234
300,670.016544313856,17.488246065002286
300,674.947918108886,17.197378428817917
300,679.878448817516,16.915889644001545
300,684.808002119246,16.640077115391385
300,689.736443693576,16.35335223071235
300,694.663639220006,16.072085284693124
300,699.5894543780361,15.812010986302335
300,704.513754847166,15.570389802457832
300,709.4364063068961,15.329034473044828
300,714.357274436726,15.077965773442726
300,719.276224916156,14.828844325504418
300,724.1931234246861,14.596931229972887
300,729.107835641816,14.388879890136977
300,734.020227247046,14.18984823409275
300,738.930163919876,13.987425613577942
300,743.837511339806,13.783221240184513
300,748.742135186336,13.576768548188317
300,753.643901138966,13.367527025599493
300,758.5426748771961,13.164181837388641
300,763.438322080526,12.972537765414275
300,768.330708428456,12.79485369203141
300,773.219699600486,12.632251135603369
300,778.1051612761161,12.480060917637944
300,782.986959134846,12.329791541955705
300,787.864958856176,12.172275432233528
300,792.739026119606,12.006090003169128
300,797.609026604636,11.839939786612202
300,802.474825990766,11.682689531321524
300,807.336289957496,11.538187964364942
300,812.193284184326,11.402028240431
300,817.045674350756,11.259896475228
300,821.893326136286,11.104192049015811
300,826.736105220416,10.93727596042114
300,831.573877282646,10.770095778020352
300,836.406508002476,10.613974083594492
300,841.233863059406,10.474377618930243
300,846.055808132936,10.352052889186238
300,850.8722089025661,10.240707419275326
300,855.682931047796,10.129751047572098
300,860.487840248126,10.013069122152189
300,865.286802183056,9.890874678685867
300,870.079682532086,9.765836825240326
300,874.8663469747161,9.642052537061163
300,879.646661190446,9.522354660375365
300,884.420490858776,9.405794218106275
300,889.187701659206,9.291402866298109
300,893.948159271236,9.17486179090813
300,898.7017293743661,9.055436811155321
300,903.448277648096,8.934716011127152
300,908.187669771926,8.813630761646536
300,912.919771425356,8.696561498644318
300,917.644448287886,8.584150850382056
300,922.361566039016,8.476435789992605
300,927.070990358246,8.372085284693123
300,931.7725869250761,8.271669777104828
300,936.466221419006,8.17277016796366
300,941.1517595195361,8.075007922814184
300,945.829066906166,7.977393570196135
300,950.498009258396,7.880175358287264
300,955.158452255726,7.784694883622663
300,959.810261577656,7.688997852037044
300,964.453302903686,7.596559738018945
300,969.0874419133161,7.508773196239305
300,973.712544286046,7.42198140779605
300,978.3284757013761,7.337832318039368
300,982.935101838806,7.256012535652664
300,987.532288377836,7.17605021303567
300,992.119900997966,7.0971072925103
300,996.697805378696,7.01910630656009
300,1001.265867199526,6.943417021726117
300,1005.823952139956,6.868873904010704
300,1010.371925879486,6.7943607169266516
300,1014.909654097616,6.721754287122785
300,1019.4370024738461,6.648882002887426
300,1023.953836687676,6.575962181766964
300,1028.460022418606,6.504406845311454
300,1032.955425346136,6.434228317898517
300,1037.439911149766,6.36537025951618
300,1041.913345508996,6.29775520264798
300,1046.375594103326,6.231534561076095
300,1050.826522612256,6.167361526814324
300,1055.265996715286,6.101934927286172
300,1059.693882091916,6.039702102186697
300,1064.110044421646,5.977942885312863
300,1068.514349383976,5.91810098947146
300,1072.906662658406,5.859139406317123
310,401.422850361206,41.74165991760274
310,406.193740338236,41.03515616747068
310,410.971174856366,40.29783267016444
310,415.755019595096,39.54883798725307
310,420.545140233926,38.86404098735871
310,425.341402452356,38.17795520969049
310,430.143671929886,37.580154230782775
310,434.951814346016,36.9247279833797
310,439.76569538024603,36.372455016021696
310,444.585180712076,35.675095954082884
310,449.410136021006,35.05844748054509
310,454.240426986536,34.57386527694637
310,459.075919288166,34.0936969611606
310,463.91647860539604,33.53516144934681
310,468.76197061772604,32.98962815592098
310,473.61226100465603,32.45591570125709
310,478.467215445686,31.984645586112187
310,483.326699620316,31.456885805838233
310,488.190579208046,31.04880101412022
310,493.058719888376,30.648225289622868
310,497.93098734080604,30.117497094968133
310,502.807247244836,29.654859326032607
310,507.687365279966,29.24431846191767
310,512.571207125696,28.850102116271696
310,517.458638461526,28.495077291453924
310,522.349524966956,28.134930807422798
310,527.243732321486,27.7488291841262
310,532.1411262046161,27.364711785626252
310,537.041572295846,26.992781435966055
310,541.944936274676,26.62480369027078
310,546.851083820606,26.267416106200923
310,551.759880613136,25.899772879326736
310,556.6711923317661,25.577835487165043
310,561.584884655996,25.283730060917645
310,566.5008232653261,24.947364343814925
310,571.418873839256,24.632594457551324
310,576.3389020572861,24.350903200816926
310,581.260773598916,24.043186379802105
310,586.184354143646,23.713366667840415
310,591.109509370976,23.42515581534561
310,596.036104960406,23.163690622909257
310,600.964006591436,22.72049367935491
310,605.893079943566,22.264106130497556
310,610.823190696296,21.796603753653294
310,615.754204529126,21.37496214655446
310,620.685987121556,20.996610796154794
310,625.618404153086,20.62087925631184
310,630.551321303216,20.258377055530122
310,635.4846042514461,19.904273037783017
310,640.418118677276,19.550052818761223
310,645.3517302602061,19.201963097292154
310,650.285304679736,18.86735096306208
310,655.218707615366,18.539675692806085
310,660.151804746596,18.204829395401248
310,665.084461752926,17.883884995950563
310,670.016544313856,17.57401493010317
310,674.947918108886,17.270421493714565
310,679.878448817516,16.971370470791225
310,684.808002119246,16.689552449029893
310,689.736443693576,16.421108137610478
310,694.663639220006,16.165359695763936
310,699.5894543780361,15.912937075249129
310,704.513754847166,15.65642452199021
310,709.4364063068961,15.400427831965917
310,714.357274436726,15.153961407091796
310,719.276224916156,14.92476319588718
310,724.1931234246861,14.706183316313956
310,729.107835641816,14.49588541850065
310,734.020227247046,14.28424240290151
310,738.930163919876,14.064280432409593
310,743.837511339806,13.846124863551532
310,748.742135186336,13.647758723898729
310,753.643901138966,13.472099369696116
310,758.5426748771961,13.30446142469805
310,763.438322080526,13.131934223036023
310,768.330708428456,12.951392654670942
310,773.219699600486,12.766416070988413
310,778.1051612761161,12.58665798091482
310,782.986959134846,12.41815204760731
310,787.864958856176,12.25785591041938
310,792.739026119606,12.095524490298954
310,797.609026604636,11.927384767069265
310,802.474825990766,11.758820733124406
310,807.336289957496,11.595806190358815
310,812.193284184326,11.444168808760873
310,817.045674350756,11.303968449593297
310,821.893326136286,11.16932814535723
310,826.736105220416,11.036263600831017
310,831.573877282646,10.89759850698968
310,836.406508002476,10.751746540371139
310,841.233863059406,10.601869784147329
310,846.055808132936,10.454244867777033
310,850.8722089025661,10.307785485404414
310,855.682931047796,10.164694179372512
310,860.487840248126,10.025326596006902
310,865.286802183056,9.888085848093242
310,870.079682532086,9.758216838621077
310,874.8663469747161,9.635164970597557
310,879.646661190446,9.518847494630092
310,884.420490858776,9.40760061974013
310,889.187701659206,9.299230606711504
310,893.948159271236,9.192666995316737
310,898.7017293743661,9.08602767703088
310,903.448277648096,8.979671819430262
310,908.187669771926,8.874368815803374
310,912.919771425356,8.771579985210748
310,917.644448287886,8.669021796542133
310,922.361566039016,8.567248846790381
310,927.070990358246,8.464208246769251
310,931.7725869250761,8.35923095883658
310,936.466221419006,8.252239515475898
310,941.1517595195361,8.14574456847072
310,945.829066906166,8.03942216275221
310,950.498009258396,7.933416669601042
310,955.158452255726,7.8323550125004395
310,959.810261577656,7.734298742913482
310,964.453302903686,7.642874749110885
310,969.0874419133161,7.5543839571815905
310,973.712544286046,7.470241909926406
310,978.3284757013761,7.386402690235571
310,982.935101838806,7.3062607838304165
310,987.532288377836,7.2281981759921115
310,992.119900997966,7.151385612169444
310,996.697805378696,7.07409944012113
310,1001.265867199526,6.996998133737104
310,1005.823952139956,6.920289446811507
310,1010.371925879486,6.84430437691468
310,1014.909654097616,6.769798232332123
310,1019.4370024738461,6.697019261241593
310,1023.953836687676,6.626435789992606
310,1028.460022418606,6.556398112609599
310,1032.955425346136,6.486960808479172
